tipo_operacion,importe,hora,dia_semana,pais_destino,antiguedad_cliente,num_transacciones_24h,importe_promedio_historico,ratio_importe_vs_historico,canal,es_fraude
retiro_cajero,35.66,18,1,domestic,66,3,67.45,0.5286,web,0
transferencia,35.29,16,4,domestic,37,1,46.56,0.758,sucursal,0
retiro_cajero,96.8,22,2,LATAM,101,1,96.1,1.0073,app_movil,0
pago_online,96.96,13,0,domestic,123,2,96.98,0.9998,sucursal,0
transferencia_internacional,383.41,13,4,EU,67,2,397.46,0.9646,cajero,0
compra_pos,156.69,16,0,domestic,95,1,140.75,1.1133,app_movil,0
retiro_cajero,47.68,12,4,US,6,0,36.73,1.2982,app_movil,0
compra_pos,138.08,12,4,EU,107,1,99.75,1.3843,sucursal,0
compra_pos,157.66,15,5,domestic,39,1,142.36,1.1074,app_movil,0
compra_pos,63.42,13,3,Africa,40,2,63.43,0.9999,web,0
transferencia,511.54,15,6,domestic,43,1,435.13,1.1756,cajero,0
compra_pos,20.6,17,4,US,72,1,46.79,0.4402,web,0
retiro_cajero,132.43,15,4,domestic,76,2,130.83,1.0122,app_movil,0
pago_online,426.22,20,6,Africa,100,4,468.4,0.91,app_movil,0
transferencia_internacional,21.19,17,6,domestic,88,1,26.37,0.8034,web,0
transferencia,64.03,11,5,domestic,41,0,51.32,1.2476,app_movil,0
transferencia,35.48,14,0,Asia,27,0,52.02,0.6821,app_movil,0
transferencia_internacional,70.67,1,1,domestic,18,1,109.33,0.6463,sucursal,0
pago_online,220.45,21,4,Asia,36,3,115.5,1.9087,web,0
retiro_cajero,66.06,22,2,domestic,23,1,66.45,0.9942,web,0
compra_pos,23.85,20,1,domestic,81,1,35.53,0.6713,app_movil,0
pago_online,305.06,9,2,domestic,45,4,439.28,0.6944,app_movil,0
compra_pos,37.29,16,4,US,51,1,45.13,0.8263,cajero,0
transferencia,463.67,17,1,Africa,42,1,440.62,1.0523,web,0
transferencia,42.44,17,1,domestic,17,2,34.16,1.2423,app_movil,0
retiro_cajero,10.44,12,2,domestic,50,1,26.02,0.4013,sucursal,0
transferencia,50.35,9,3,domestic,41,1,34.43,1.4625,sucursal,0
retiro_cajero,64.97,11,6,US,118,2,62.78,1.0349,cajero,0
compra_pos,129.97,10,1,Asia,19,5,134.97,0.963,app_movil,0
transferencia,94.42,13,1,Africa,26,1,80.82,1.1683,web,0
compra_pos,145.14,19,3,LATAM,73,2,139.2,1.0427,app_movil,0
pago_online,39.6,22,2,domestic,41,3,106.66,0.3713,app_movil,0
pago_online,62.82,20,0,domestic,5,2,88.4,0.7107,web,0
transferencia_internacional,619.74,14,2,Africa,36,3,81.95,7.5624,web,1
compra_pos,141.83,13,2,EU,55,0,190.25,0.7455,cajero,0
pago_online,267.5,10,5,domestic,38,1,249.42,1.0725,cajero,0
pago_online,75.16,7,0,domestic,61,1,98.77,0.7609,app_movil,0
retiro_cajero,44.41,8,6,US,40,0,65.39,0.6792,cajero,0
transferencia,19.35,19,2,domestic,9,2,31.87,0.6072,cajero,0
transferencia_internacional,72.33,8,3,domestic,37,0,81.71,0.8852,web,0
compra_pos,224.17,11,5,domestic,106,3,133.46,1.6797,web,0
pago_online,117.95,19,6,domestic,20,2,78.14,1.5095,app_movil,0
transferencia,79.04,22,0,domestic,46,3,82.67,0.9561,app_movil,0
retiro_cajero,80.36,20,4,Asia,27,0,77.69,1.0343,app_movil,0
transferencia,142.0,12,2,domestic,30,1,128.16,1.108,app_movil,0
pago_online,47.84,16,2,domestic,6,1,66.8,0.7162,web,0
transferencia,35.27,21,0,domestic,44,2,32.35,1.0902,sucursal,0
compra_pos,50.14,12,3,Africa,101,2,71.4,0.7022,app_movil,0
transferencia,148.23,16,0,domestic,35,0,284.94,0.5202,cajero,0
retiro_cajero,45.53,19,0,domestic,20,2,102.42,0.4446,app_movil,0
compra_pos,183.45,13,0,domestic,87,1,124.34,1.4754,sucursal,0
transferencia,100.93,11,4,domestic,45,2,105.22,0.9592,app_movil,0
transferencia,68.57,15,0,domestic,88,4,144.24,0.4754,web,0
compra_pos,350.21,10,6,EU,49,0,369.76,0.9471,web,0
compra_pos,96.2,8,5,LATAM,60,1,93.91,1.0243,sucursal,0
transferencia,197.81,18,1,LATAM,53,4,116.36,1.7,app_movil,0
transferencia,170.99,19,3,domestic,50,3,220.52,0.7754,app_movil,0
retiro_cajero,27.86,19,6,domestic,122,0,37.25,0.7479,app_movil,0
retiro_cajero,139.98,22,1,domestic,62,1,135.42,1.0337,web,0
retiro_cajero,33.83,15,4,domestic,26,0,69.25,0.4885,sucursal,0
pago_online,95.0,15,4,LATAM,36,3,69.7,1.363,app_movil,0
transferencia,72.47,20,6,LATAM,25,1,113.08,0.6408,web,0
transferencia,149.21,13,2,domestic,22,2,140.69,1.0606,web,0
compra_pos,50.28,13,0,EU,66,1,84.82,0.5928,app_movil,0
pago_online,73.41,22,1,domestic,43,0,144.27,0.5088,app_movil,0
retiro_cajero,64.43,17,4,US,45,1,82.83,0.7779,sucursal,0
transferencia,110.03,11,3,domestic,94,5,103.1,1.0672,cajero,0
transferencia_internacional,85.9,7,2,domestic,97,1,72.92,1.178,web,0
transferencia,92.31,21,3,EU,113,0,68.51,1.3474,web,0
transferencia,11.29,9,1,domestic,27,2,9.94,1.1356,web,0
transferencia_internacional,56.36,11,4,Asia,40,2,35.26,1.5986,web,0
retiro_cajero,74.48,20,6,Africa,62,3,121.47,0.6132,sucursal,0
compra_pos,54.58,12,2,domestic,99,3,72.35,0.7544,app_movil,0
transferencia,181.38,20,3,LATAM,13,2,153.95,1.1782,sucursal,0
transferencia,3.02,14,3,domestic,40,2,30.19,0.1,app_movil,0
retiro_cajero,27.38,6,2,Africa,93,1,28.29,0.9677,cajero,0
transferencia,150.28,6,2,domestic,77,3,142.26,1.0563,app_movil,0
compra_pos,72.4,10,4,domestic,22,0,92.6,0.7819,cajero,0
compra_pos,89.08,10,1,domestic,20,1,270.27,0.3296,app_movil,0
retiro_cajero,173.47,8,4,domestic,105,0,158.79,1.0925,web,0
compra_pos,193.69,11,4,domestic,28,2,170.73,1.1345,sucursal,0
compra_pos,359.04,10,1,domestic,56,1,364.58,0.9848,web,0
compra_pos,68.27,13,3,US,42,2,101.92,0.6698,web,0
retiro_cajero,39.7,15,5,LATAM,88,1,58.44,0.6794,app_movil,0
retiro_cajero,259.72,17,1,domestic,59,0,290.79,0.8931,app_movil,0
retiro_cajero,29.81,9,4,domestic,93,1,31.89,0.9347,cajero,0
pago_online,44.27,17,2,domestic,25,3,45.45,0.974,app_movil,0
pago_online,82.58,8,2,domestic,21,2,69.88,1.1818,app_movil,0
retiro_cajero,230.87,10,2,domestic,116,2,207.44,1.1129,app_movil,0
pago_online,491.68,8,1,EU,47,3,497.97,0.9874,cajero,0
retiro_cajero,28.97,20,4,domestic,84,3,49.36,0.5869,cajero,0
transferencia,97.22,12,4,domestic,18,2,89.31,1.0886,app_movil,0
transferencia,156.78,18,5,Africa,8,0,166.28,0.9429,web,0
retiro_cajero,210.12,15,4,domestic,148,1,184.74,1.1374,app_movil,0
pago_online,31.14,10,6,Asia,31,1,47.22,0.6595,app_movil,0
pago_online,26.62,12,3,domestic,101,2,22.99,1.1581,cajero,0
transferencia,40.19,2,0,domestic,71,1,39.51,1.0173,sucursal,0
retiro_cajero,171.2,10,5,domestic,94,2,118.88,1.4401,cajero,0
compra_pos,1077.6,21,1,domestic,24,2,1478.61,0.7288,sucursal,0
pago_online,18.07,12,4,domestic,20,0,23.28,0.7761,app_movil,0
pago_online,374.39,9,3,EU,62,4,337.73,1.1085,web,0
transferencia,123.85,18,5,EU,17,0,80.73,1.5341,app_movil,0
retiro_cajero,52.57,10,0,domestic,47,2,50.89,1.0331,app_movil,0
compra_pos,47.64,19,1,domestic,61,0,53.26,0.8944,cajero,0
pago_online,163.4,13,6,EU,77,2,344.53,0.4743,cajero,0
pago_online,80.94,14,6,domestic,108,4,87.62,0.9237,app_movil,0
pago_online,103.63,2,0,domestic,151,2,122.15,0.8484,app_movil,0
transferencia,36.91,9,2,domestic,225,1,37.7,0.979,sucursal,0
retiro_cajero,198.85,13,1,domestic,65,1,234.86,0.8467,web,0
pago_online,161.32,17,1,LATAM,64,2,129.98,1.2411,web,0
transferencia,66.25,18,1,Africa,36,1,46.86,1.4138,cajero,0
pago_online,171.29,10,4,domestic,83,1,115.76,1.4797,web,0
compra_pos,286.44,18,1,domestic,22,1,240.34,1.1918,app_movil,0
compra_pos,117.16,0,5,domestic,55,0,117.9,0.9937,app_movil,0
retiro_cajero,242.42,11,0,EU,74,1,233.56,1.0379,app_movil,0
pago_online,31.63,12,4,domestic,10,2,40.6,0.779,sucursal,0
transferencia,158.62,20,5,LATAM,107,0,103.2,1.537,web,0
transferencia,150.39,21,4,US,71,1,166.05,0.9057,web,0
transferencia,39.78,10,2,domestic,62,1,79.73,0.4989,app_movil,0
compra_pos,106.61,11,1,domestic,58,2,73.43,1.4519,cajero,0
pago_online,140.9,20,6,domestic,18,0,135.59,1.0392,app_movil,0
transferencia,73.92,9,0,Africa,47,3,132.96,0.556,app_movil,0
transferencia,183.2,10,2,domestic,80,2,180.67,1.014,web,0
pago_online,161.52,18,1,domestic,95,1,99.1,1.6299,web,0
transferencia,30.2,17,3,domestic,27,1,33.6,0.8987,web,0
retiro_cajero,72.82,21,3,EU,71,0,85.38,0.8529,app_movil,0
transferencia,141.32,10,6,domestic,18,3,113.12,1.2493,app_movil,0
transferencia,203.59,8,0,domestic,45,2,152.58,1.3343,web,0
pago_online,80.12,17,4,domestic,142,1,87.73,0.9133,cajero,0
transferencia,23.42,18,2,domestic,103,2,17.4,1.346,app_movil,0
retiro_cajero,109.31,12,3,domestic,74,1,136.71,0.7996,app_movil,0
retiro_cajero,60.16,10,5,domestic,51,0,86.9,0.6923,web,0
compra_pos,66.67,8,3,EU,54,2,60.09,1.1095,app_movil,0
transferencia,358.42,19,0,domestic,24,2,329.43,1.088,cajero,0
retiro_cajero,79.17,8,0,EU,65,2,70.65,1.1206,app_movil,0
compra_pos,20.06,13,0,Asia,37,2,65.44,0.3065,app_movil,0
transferencia,102.42,12,2,domestic,73,1,135.81,0.7541,web,0
transferencia,8.86,10,1,domestic,104,1,47.71,0.1857,app_movil,0
transferencia_internacional,116.78,16,5,domestic,57,2,96.57,1.2093,web,0
compra_pos,144.67,9,4,domestic,81,1,122.93,1.1769,cajero,0
transferencia,480.11,4,5,Africa,8,3,30.32,15.8346,sucursal,1
transferencia,83.43,8,4,US,48,0,83.26,1.002,sucursal,0
retiro_cajero,191.19,14,4,domestic,29,2,173.64,1.1011,app_movil,0
pago_online,55.03,7,2,domestic,5,0,66.1,0.8325,app_movil,0
compra_pos,114.92,9,1,domestic,33,0,147.14,0.781,app_movil,0
transferencia_internacional,83.84,14,6,domestic,56,1,59.12,1.4181,app_movil,0
transferencia,138.14,6,6,EU,48,1,104.89,1.317,web,0
transferencia,96.32,9,0,US,111,0,148.89,0.6469,web,0
transferencia,131.96,9,6,domestic,65,0,106.65,1.2373,web,0
pago_online,53.45,9,4,EU,65,2,48.03,1.1129,sucursal,0
pago_online,127.0,8,4,domestic,34,0,100.97,1.2578,app_movil,0
retiro_cajero,64.94,15,4,US,73,1,64.26,1.0106,cajero,0
transferencia,27.88,12,2,domestic,50,3,52.58,0.5303,app_movil,0
retiro_cajero,70.57,14,4,EU,54,0,96.35,0.7324,web,0
pago_online,225.43,4,1,domestic,9,1,185.28,1.2167,app_movil,0
pago_online,94.55,7,3,domestic,77,1,103.98,0.9093,app_movil,0
pago_online,91.75,18,3,domestic,57,2,138.23,0.6637,cajero,0
retiro_cajero,19.4,6,3,LATAM,2,1,17.7,1.0961,sucursal,0
transferencia,24.86,10,2,domestic,104,4,46.34,0.5364,web,0
pago_online,99.43,7,5,domestic,38,3,118.54,0.8388,app_movil,0
compra_pos,91.64,11,4,domestic,159,0,72.76,1.2595,app_movil,0
transferencia,40.94,18,4,US,71,2,41.28,0.9917,app_movil,0
pago_online,72.07,19,4,domestic,79,3,121.58,0.5928,web,0
retiro_cajero,45.28,6,0,domestic,41,3,37.58,1.2049,app_movil,0
compra_pos,128.52,13,3,domestic,27,3,151.91,0.846,cajero,0
transferencia_internacional,86.5,16,0,domestic,126,4,85.07,1.0168,cajero,0
retiro_cajero,21.48,11,6,LATAM,64,1,13.24,1.6221,web,0
transferencia,76.21,12,4,domestic,67,1,69.66,1.094,sucursal,0
transferencia,40.84,14,2,domestic,81,0,44.04,0.9273,web,0
transferencia,94.94,15,3,domestic,156,1,83.99,1.1304,sucursal,0
transferencia,89.59,12,2,domestic,68,0,79.81,1.1225,web,0
pago_online,306.26,8,6,domestic,90,2,257.34,1.1901,cajero,0
transferencia,71.83,19,2,EU,89,0,60.57,1.1858,app_movil,0
compra_pos,93.33,18,4,Africa,26,2,66.99,1.3932,cajero,0
pago_online,22.21,13,5,domestic,31,0,24.57,0.9041,sucursal,0
retiro_cajero,247.72,6,3,domestic,91,1,394.32,0.6282,app_movil,0
transferencia_internacional,64.52,16,2,US,2,5,22.67,2.8461,app_movil,1
retiro_cajero,88.16,19,6,domestic,45,0,104.87,0.8407,cajero,0
retiro_cajero,73.18,17,0,EU,45,1,379.7,0.1927,web,0
transferencia,68.31,18,6,domestic,70,4,55.76,1.2251,cajero,0
transferencia,34.19,15,2,Africa,72,5,88.58,0.386,app_movil,0
transferencia_internacional,793.58,18,3,EU,105,0,754.37,1.052,app_movil,0
transferencia,163.89,12,6,EU,28,3,117.9,1.3901,sucursal,0
retiro_cajero,20.09,20,0,domestic,38,4,31.66,0.6347,app_movil,0
transferencia,18.33,9,2,domestic,38,2,23.63,0.7758,app_movil,0
transferencia,126.85,13,1,domestic,46,4,98.77,1.2843,web,0
transferencia,31.62,16,2,domestic,29,0,62.44,0.5065,cajero,0
transferencia,89.31,11,2,domestic,4,3,91.79,0.973,web,0
retiro_cajero,232.62,13,1,domestic,113,2,230.55,1.009,cajero,0
retiro_cajero,53.39,18,6,domestic,44,3,77.92,0.6852,web,0
compra_pos,450.6,17,0,US,53,3,294.73,1.5288,cajero,0
pago_online,72.85,14,0,domestic,41,0,65.8,1.1071,web,0
compra_pos,398.37,11,0,domestic,63,4,434.8,0.9162,app_movil,0
transferencia,145.28,12,5,domestic,68,3,178.55,0.8137,sucursal,0
pago_online,121.35,15,0,domestic,103,2,92.6,1.3105,web,0
retiro_cajero,271.52,9,5,Asia,71,1,176.48,1.5386,sucursal,0
retiro_cajero,193.75,9,4,domestic,197,1,144.41,1.3416,sucursal,0
pago_online,702.43,10,1,domestic,46,2,464.8,1.5113,app_movil,0
pago_online,89.04,3,3,domestic,6,3,31.0,2.8723,app_movil,1
retiro_cajero,42.64,10,2,LATAM,58,7,132.04,0.3229,web,0
transferencia,52.91,8,6,EU,55,0,50.48,1.0481,app_movil,0
retiro_cajero,24.26,11,3,domestic,15,1,24.18,1.0033,app_movil,0
transferencia,20.66,5,4,domestic,6,0,26.67,0.7747,app_movil,0
transferencia,780.55,14,0,domestic,102,1,582.15,1.3408,app_movil,0
compra_pos,139.81,13,1,domestic,35,0,102.88,1.3589,web,0
transferencia,81.42,2,1,domestic,76,0,82.44,0.9876,app_movil,0
pago_online,93.16,10,3,domestic,30,1,72.98,1.2765,web,0
pago_online,85.36,17,4,domestic,66,0,132.86,0.6425,cajero,0
retiro_cajero,175.12,10,0,Asia,31,2,417.11,0.4198,cajero,0
transferencia,448.67,11,3,domestic,53,1,247.11,1.8157,app_movil,0
transferencia,211.94,18,5,domestic,31,1,191.63,1.106,app_movil,0
retiro_cajero,50.13,10,1,Asia,61,3,63.63,0.7879,web,0
retiro_cajero,12.39,6,1,EU,83,2,22.33,0.5549,web,0
pago_online,306.31,18,4,domestic,54,0,218.28,1.4033,sucursal,0
retiro_cajero,63.43,16,2,EU,46,0,118.31,0.5361,web,0
transferencia,5484.32,3,5,LATAM,39,2,717.54,7.6432,app_movil,1
pago_online,215.39,15,4,domestic,44,0,183.86,1.1715,cajero,0
transferencia_internacional,64.51,15,4,EU,52,1,51.01,1.2647,app_movil,0
transferencia,42.75,20,4,EU,71,3,49.98,0.8554,cajero,0
pago_online,64.61,10,1,domestic,31,0,112.12,0.5763,app_movil,0
transferencia_internacional,49.47,22,0,domestic,26,1,41.4,1.1949,cajero,0
transferencia,102.04,20,1,domestic,101,2,134.41,0.7592,sucursal,0
retiro_cajero,162.86,11,0,domestic,102,1,132.15,1.2324,sucursal,0
retiro_cajero,10.01,13,5,domestic,48,4,18.21,0.5498,web,0
pago_online,205.7,12,0,domestic,99,1,152.77,1.3465,sucursal,0
retiro_cajero,77.53,18,0,domestic,46,2,81.14,0.9555,web,0
transferencia,944.51,16,0,US,16,1,626.19,1.5083,sucursal,0
transferencia,105.83,8,3,domestic,65,3,96.49,1.0968,web,0
pago_online,6.97,18,1,domestic,35,4,9.86,0.7072,app_movil,0
pago_online,57.16,13,2,domestic,17,3,62.84,0.9096,sucursal,0
transferencia,43.08,19,1,domestic,93,3,40.2,1.0717,cajero,0
retiro_cajero,123.69,16,6,US,7,2,132.27,0.9351,cajero,0
transferencia,161.23,14,4,Africa,37,0,162.19,0.9941,app_movil,0
pago_online,51.62,19,0,Africa,91,0,48.03,1.0747,app_movil,0
compra_pos,94.59,12,4,domestic,74,2,95.93,0.986,app_movil,0
transferencia,82.64,14,2,domestic,20,3,71.89,1.1496,app_movil,0
transferencia,104.22,8,3,domestic,89,1,82.28,1.2666,web,0
transferencia,42.8,12,0,domestic,52,0,34.22,1.2506,app_movil,0
retiro_cajero,75.0,9,1,US,33,4,134.15,0.5591,cajero,0
retiro_cajero,82.69,18,2,domestic,26,1,57.61,1.4354,web,0
compra_pos,65.02,10,4,LATAM,28,1,47.09,1.3808,web,0
compra_pos,22.09,16,0,US,13,0,22.37,0.9875,app_movil,0
transferencia,170.64,10,1,domestic,41,2,193.27,0.8829,cajero,0
transferencia,67.04,8,3,domestic,19,1,93.07,0.7204,web,0
retiro_cajero,62.95,15,3,domestic,82,2,93.33,0.6745,sucursal,0
compra_pos,292.86,1,0,domestic,6,9,63.29,4.6273,sucursal,1
transferencia,31.68,11,0,EU,24,1,33.06,0.9582,web,0
retiro_cajero,43.73,14,4,EU,42,2,32.19,1.3584,web,0
retiro_cajero,130.86,10,3,domestic,119,1,163.48,0.8005,web,0
pago_online,55.63,18,4,domestic,57,1,48.35,1.1507,web,0
transferencia,36.82,21,3,domestic,19,4,37.73,0.9759,cajero,0
compra_pos,13.16,17,4,domestic,38,2,96.35,0.1366,app_movil,0
pago_online,68.14,10,0,domestic,21,3,86.63,0.7866,web,0
retiro_cajero,247.3,10,1,domestic,86,0,177.17,1.3958,cajero,0
retiro_cajero,89.1,12,5,domestic,80,2,108.65,0.82,app_movil,0
transferencia,121.31,12,1,Africa,69,4,78.35,1.5484,sucursal,0
retiro_cajero,45.13,19,4,LATAM,51,0,52.06,0.8669,web,0
transferencia,14.06,13,1,domestic,58,1,11.62,1.2103,sucursal,0
compra_pos,212.12,14,0,domestic,57,1,179.22,1.1836,app_movil,0
transferencia,103.48,17,2,domestic,23,2,80.23,1.2897,sucursal,0
transferencia,36.33,20,4,domestic,47,0,59.68,0.6088,app_movil,0
transferencia,194.78,17,0,domestic,17,1,183.04,1.0641,web,0
transferencia,154.48,17,1,Africa,19,2,127.06,1.2158,cajero,0
transferencia,64.94,10,2,EU,57,1,52.68,1.2327,app_movil,0
pago_online,172.5,13,4,Asia,34,2,126.17,1.3672,app_movil,0
pago_online,49.16,18,1,domestic,88,1,59.4,0.8277,web,0
retiro_cajero,60.16,19,1,domestic,18,2,63.77,0.9434,sucursal,0
transferencia,43.53,18,6,domestic,64,1,83.49,0.5214,app_movil,0
retiro_cajero,121.3,11,3,US,53,2,173.31,0.6999,cajero,0
pago_online,39.91,22,3,domestic,23,2,61.78,0.646,app_movil,0
compra_pos,182.41,14,6,US,86,1,197.82,0.9221,sucursal,0
retiro_cajero,53.95,19,6,domestic,49,1,49.46,1.0908,sucursal,0
retiro_cajero,119.67,20,0,domestic,18,1,88.73,1.3487,cajero,0
retiro_cajero,15.99,15,4,domestic,31,2,14.88,1.0745,sucursal,0
compra_pos,97.04,14,1,domestic,79,1,72.81,1.3327,cajero,0
retiro_cajero,34.05,10,4,US,54,0,33.39,1.0198,app_movil,0
compra_pos,102.12,9,2,domestic,9,1,72.76,1.4035,web,0
pago_online,71.92,11,0,US,31,1,77.85,0.9238,cajero,0
pago_online,99.1,20,0,domestic,65,0,102.63,0.9656,web,0
transferencia,14.24,16,3,domestic,50,0,21.26,0.6698,app_movil,0
compra_pos,32.39,19,2,domestic,46,1,28.96,1.1185,app_movil,0
pago_online,36.36,18,1,domestic,51,0,65.36,0.5563,app_movil,0
retiro_cajero,78.45,14,5,Asia,29,1,83.07,0.9444,sucursal,0
transferencia,113.13,7,0,domestic,45,0,135.67,0.8339,app_movil,0
transferencia,58.21,14,2,Asia,63,3,60.48,0.9625,sucursal,0
pago_online,201.85,9,6,domestic,57,1,238.12,0.8477,web,0
pago_online,155.66,16,6,domestic,73,2,163.45,0.9524,cajero,0
transferencia,66.78,8,5,domestic,56,2,97.43,0.6854,cajero,0
transferencia,164.71,0,4,domestic,54,1,300.01,0.549,cajero,0
pago_online,23.05,12,4,domestic,28,1,63.5,0.363,app_movil,0
transferencia,449.86,9,2,LATAM,96,1,268.81,1.6735,app_movil,0
pago_online,19.44,22,2,LATAM,29,1,22.91,0.8485,sucursal,0
pago_online,94.12,18,4,domestic,28,0,92.41,1.0185,web,0
transferencia,79.73,18,5,domestic,57,0,127.59,0.6249,web,0
retiro_cajero,64.94,21,1,domestic,157,1,63.5,1.0227,cajero,0
pago_online,36.62,12,0,EU,65,2,50.35,0.7273,app_movil,0
compra_pos,188.36,12,3,domestic,142,1,232.5,0.8101,app_movil,0
compra_pos,121.78,12,1,domestic,67,1,105.14,1.1582,sucursal,0
compra_pos,149.43,9,4,domestic,54,0,179.17,0.834,web,0
retiro_cajero,324.9,12,4,domestic,58,3,262.83,1.2362,sucursal,0
pago_online,70.25,9,0,domestic,88,2,52.83,1.3297,web,0
compra_pos,121.52,22,5,US,56,3,97.5,1.2464,app_movil,0
transferencia_internacional,257.82,13,5,domestic,64,1,195.58,1.3182,web,0
pago_online,52.21,20,1,domestic,99,4,84.63,0.617,cajero,0
compra_pos,176.76,15,4,domestic,30,1,130.47,1.3548,app_movil,0
compra_pos,63.42,11,2,domestic,86,0,97.65,0.6494,web,0
retiro_cajero,170.25,17,0,domestic,96,2,195.25,0.872,app_movil,0
retiro_cajero,76.91,22,4,domestic,29,2,70.57,1.0899,web,0
retiro_cajero,78.63,19,4,Asia,34,0,73.31,1.0726,sucursal,0
retiro_cajero,21.73,20,0,domestic,88,1,33.66,0.6457,app_movil,0
compra_pos,51.38,12,6,domestic,36,1,47.99,1.0705,app_movil,0
retiro_cajero,72.9,20,0,LATAM,40,0,73.24,0.9953,app_movil,0
transferencia,66.35,12,4,domestic,42,2,90.25,0.7352,web,0
retiro_cajero,37.97,16,5,EU,61,0,48.94,0.7758,sucursal,0
retiro_cajero,57.25,11,5,domestic,56,1,45.97,1.2453,web,0
transferencia,100.3,0,5,domestic,65,0,77.39,1.2961,app_movil,0
compra_pos,862.81,9,1,domestic,9,1,859.23,1.0042,web,0
compra_pos,266.66,10,2,domestic,128,2,185.28,1.4392,web,0
pago_online,107.07,10,1,domestic,33,1,153.24,0.6987,web,0
compra_pos,120.26,10,2,domestic,57,1,96.6,1.2449,app_movil,0
compra_pos,70.2,7,5,domestic,24,1,72.42,0.9694,app_movil,0
compra_pos,99.78,11,3,domestic,116,3,164.2,0.6076,web,0
pago_online,39.79,13,0,US,20,1,36.96,1.0766,app_movil,0
compra_pos,141.46,18,1,domestic,33,3,95.79,1.4767,app_movil,0
pago_online,159.78,11,3,domestic,103,0,90.69,1.7618,web,0
retiro_cajero,50.13,20,2,domestic,43,0,35.34,1.4186,app_movil,0
transferencia,24.0,14,0,US,116,0,34.17,0.7024,web,0
transferencia_internacional,84.74,6,1,US,57,3,93.76,0.9038,web,0
compra_pos,105.78,22,2,domestic,10,2,110.08,0.9609,app_movil,0
transferencia,295.04,3,3,domestic,68,0,206.35,1.4298,sucursal,0
compra_pos,91.36,10,1,domestic,36,0,190.19,0.4804,app_movil,0
transferencia,33.76,13,3,domestic,29,1,63.1,0.535,web,0
compra_pos,101.81,14,0,domestic,36,0,129.73,0.7848,app_movil,0
pago_online,40.89,11,1,domestic,53,2,43.22,0.9462,sucursal,0
pago_online,102.84,17,6,domestic,40,2,69.54,1.4788,app_movil,0
pago_online,149.93,8,3,Africa,27,2,118.21,1.2683,app_movil,0
transferencia,16.51,6,0,domestic,83,2,16.54,0.9979,app_movil,0
retiro_cajero,26.69,22,0,domestic,83,1,31.25,0.8539,web,0
retiro_cajero,133.95,13,4,US,105,4,148.64,0.9012,app_movil,0
retiro_cajero,95.14,2,5,US,7,4,63.43,1.5,web,1
compra_pos,93.58,16,6,domestic,83,0,102.16,0.916,web,0
transferencia,217.29,11,1,Africa,47,1,154.13,1.4098,web,0
transferencia,98.77,20,5,domestic,38,1,81.86,1.2066,cajero,0
pago_online,48.0,20,2,domestic,15,3,55.72,0.8615,app_movil,0
compra_pos,212.78,19,4,domestic,57,1,226.04,0.9414,web,0
retiro_cajero,264.09,16,5,domestic,45,2,325.65,0.811,web,0
transferencia,359.94,12,0,domestic,52,2,256.44,1.4036,web,0
transferencia,98.9,15,3,domestic,30,3,67.19,1.472,app_movil,0
transferencia,65.62,19,2,Asia,30,0,43.76,1.4994,cajero,0
compra_pos,108.96,12,3,EU,25,1,85.93,1.268,sucursal,0
retiro_cajero,218.63,13,1,domestic,97,0,183.39,1.1921,web,0
compra_pos,72.26,14,2,domestic,88,4,65.9,1.0964,app_movil,0
pago_online,126.51,17,0,domestic,137,1,115.55,1.0948,app_movil,0
transferencia,39.41,12,6,domestic,48,1,36.87,1.0688,sucursal,0
retiro_cajero,285.5,18,4,US,68,0,280.76,1.0169,app_movil,0
pago_online,188.02,12,0,domestic,67,1,147.25,1.2769,app_movil,0
compra_pos,116.05,11,4,domestic,43,4,101.92,1.1386,web,0
retiro_cajero,192.96,14,6,domestic,91,2,169.84,1.1362,app_movil,0
transferencia,78.39,12,4,LATAM,108,3,91.3,0.8585,app_movil,0
pago_online,87.02,22,1,domestic,22,0,102.22,0.8513,web,0
pago_online,65.49,19,5,domestic,59,1,111.32,0.5883,web,0
transferencia,33.92,8,3,US,60,1,47.11,0.72,app_movil,0
transferencia,66.64,9,5,domestic,30,1,120.3,0.5539,web,0
compra_pos,40.38,22,4,domestic,23,0,38.88,1.0387,app_movil,0
compra_pos,63.51,16,4,domestic,24,0,55.43,1.1459,app_movil,0
pago_online,70.98,22,1,domestic,65,0,129.35,0.5488,app_movil,0
retiro_cajero,124.94,23,4,EU,84,2,84.91,1.4715,web,0
compra_pos,275.56,15,1,domestic,68,3,241.98,1.1388,cajero,0
pago_online,77.81,8,5,domestic,42,1,74.24,1.0481,web,0
compra_pos,404.56,12,6,domestic,82,2,305.19,1.3256,app_movil,0
compra_pos,43.34,20,5,EU,66,1,44.29,0.9785,app_movil,0
pago_online,14.31,11,3,domestic,68,2,14.98,0.9553,app_movil,0
pago_online,56.28,18,2,domestic,86,1,44.49,1.2651,cajero,0
retiro_cajero,288.59,1,1,LATAM,61,2,274.91,1.0498,web,0
transferencia,197.26,18,6,LATAM,66,2,179.28,1.1003,app_movil,0
retiro_cajero,50.04,7,4,domestic,53,4,48.9,1.0233,app_movil,0
pago_online,44.44,10,6,EU,26,1,48.25,0.9211,cajero,0
pago_online,65.96,19,5,domestic,42,2,75.42,0.8745,app_movil,0
