loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
11625, 36 months,9.96,374.89,B,B2,8 years,MORTGAGE,112312,Source Verified,debt_consolidation,16.64,1,13,0,23352,31.2,27,Current
12475, 36 months,18.2,452.25,D,D4,10+ years,OTHER,94196,Not Verified,home_improvement,44.52,0,10,0,7717,15.6,20,Current
13300, 36 months,19.64,491.84,E,E4,10+ years,RENT,135797,Verified,debt_consolidation,28.67,0,8,0,16298,19.3,18,Fully Paid
7975, 36 months,5.59,241.14,B,B2,1 year,RENT,47908,Not Verified,debt_consolidation,12.72,0,12,0,2485,60.3,30,Fully Paid
8975, 36 months,15.92,315.18,D,D5,1 year,MORTGAGE,106480,Not Verified,car,22.15,5,12,0,6778,53.7,31,Fully Paid
6075, 36 months,21.09,229.16,E,E1,10+ years,OWN,194299,Source Verified,home_improvement,11.16,0,18,0,13035,32.5,32,Charged Off
11050, 36 months,19.78,409.42,E,E4,10+ years,MORTGAGE,38849,Verified,debt_consolidation,19.72,2,11,0,2430,58.3,26,Fully Paid
17325, 36 months,9.29,553.27,B,B2,6 years,RENT,48832,Not Verified,home_improvement,15.35,0,14,0,34009,56.5,32,Fully Paid
11875, 36 months,24.79,470.83,F,F3,1 year,OWN,46681,Not Verified,other,13.27,0,13,0,17772,69.5,27,Fully Paid
9575, 36 months,10.49,311.17,B,B2,10+ years,OTHER,218235,Source Verified,credit_card,19.88,0,13,0,4496,44.3,28,Fully Paid
21725, 36 months,6.82,669.02,B,B5,3 years,MORTGAGE,31631,Verified,debt_consolidation,11.71,0,9,0,7931,30.4,25,Current
11825, 36 months,6.47,362.26,A,A1,< 1 year,MORTGAGE,63971,Source Verified,debt_consolidation,14.93,0,12,3,7966,40.0,27,Fully Paid
10100, 60 months,12.71,228.31,C,C5,10+ years,MORTGAGE,80441,Source Verified,debt_consolidation,19.89,0,7,0,5429,32.3,22,Fully Paid
10450, 60 months,6.61,205.01,A,A3,10+ years,RENT,43063,Not Verified,debt_consolidation,17.14,0,7,0,1467,4.0,18,Fully Paid
4225, 60 months,6.55,82.77,B,B3,10+ years,RENT,33028,Not Verified,debt_consolidation,15.35,0,12,0,4343,45.3,23,Fully Paid
4600, 36 months,11.48,151.65,B,B3,< 1 year,MORTGAGE,36610,Source Verified,small_business,14.59,0,11,0,16327,46.7,30,Charged Off
9050, 36 months,16.51,320.45,D,D3,8 years,OWN,51520,Not Verified,debt_consolidation,14.81,3,18,2,9028,27.8,39,Current
5900, 36 months,20.64,221.19,E,E2,10+ years,OWN,43441,Source Verified,credit_card,31.21,0,10,0,19598,21.0,20,Fully Paid
9575, 60 months,12.15,213.72,B,B3,10+ years,RENT,142340,Source Verified,small_business,24.99,0,17,0,3020,31.8,30,Fully Paid
18025, 36 months,20.65,675.86,E,E3,7 years,RENT,43669,Verified,medical,8.45,0,6,3,18879,59.1,21,Fully Paid
16200, 36 months,17.69,583.15,E,E2,10+ years,OWN,43411,Not Verified,debt_consolidation,10.98,0,15,0,15517,21.2,31,Fully Paid
13025, 60 months,16.37,319.31,D,D3,3 years,MORTGAGE,75863,Source Verified,home_improvement,10.11,0,14,0,4146,15.3,23,Charged Off
17875, 36 months,7.51,556.11,A,A5,< 1 year,RENT,71268,Verified,vacation,13.8,0,7,0,9347,56.1,29,Fully Paid
20350, 36 months,16.58,721.29,D,D5,4 years,MORTGAGE,12000,Not Verified,home_improvement,26.99,0,4,0,4155,66.5,18,Fully Paid
19825, 36 months,26.56,804.69,F,F4,10+ years,RENT,35542,Not Verified,medical,11.91,0,9,0,13915,27.3,18,Charged Off
19500, 36 months,15.22,678.08,D,D5,10+ years,OWN,44213,Verified,other,19.79,0,12,0,42342,37.3,26,Fully Paid
4275, 36 months,11.37,140.71,B,B1,10+ years,MORTGAGE,32636,Source Verified,debt_consolidation,25.65,0,12,1,10024,26.7,23,Charged Off
2625, 36 months,14.26,90.05,C,C1,1 year,OWN,106664,Not Verified,debt_consolidation,6.92,0,15,1,3422,49.1,25,Charged Off
5725, 60 months,13.13,130.64,C,C1,10+ years,RENT,24404,Not Verified,vacation,13.26,0,13,2,5871,59.3,24,Fully Paid
7175, 36 months,13.5,243.49,C,C2,3 years,OWN,112488,Not Verified,small_business,8.68,1,11,0,91407,36.8,22,Fully Paid
18950, 36 months,5.03,568.2,A,A5,2 years,MORTGAGE,16826,Source Verified,debt_consolidation,12.77,0,9,0,2197,26.0,20,Fully Paid
9250, 36 months,9.04,294.32,B,B1,10+ years,RENT,62854,Verified,debt_consolidation,19.96,0,10,0,4065,39.7,18,Fully Paid
7050, 36 months,17.37,252.65,D,D4,2 years,MORTGAGE,153044,Verified,debt_consolidation,8.26,0,7,0,9206,10.6,16,Fully Paid
11075, 60 months,19.78,292.07,E,E2,7 years,OWN,41904,Source Verified,medical,16.48,0,18,0,34836,55.9,31,Charged Off
14400, 36 months,6.59,441.94,A,A4,5 years,MORTGAGE,60721,Not Verified,debt_consolidation,8.12,1,16,1,1982,6.4,30,Fully Paid
17025, 60 months,25.49,504.61,F,F5,3 years,RENT,110923,Not Verified,debt_consolidation,9.89,0,12,0,3349,26.5,22,Charged Off
7400, 36 months,6.64,227.27,B,B3,3 years,OTHER,109056,Verified,medical,26.57,0,13,0,1199,38.4,35,Fully Paid
5050, 36 months,13.55,171.5,C,C4,6 years,RENT,71783,Source Verified,debt_consolidation,21.73,2,10,0,5466,37.2,23,Fully Paid
5725, 60 months,19.16,149.01,D,D3,4 years,MORTGAGE,53683,Not Verified,home_improvement,9.88,0,10,0,2746,65.9,23,Fully Paid
10750, 36 months,15.93,377.57,D,D2,5 years,MORTGAGE,53354,Source Verified,debt_consolidation,16.44,0,7,1,23249,58.7,20,Current
4725, 36 months,22.13,180.77,F,F4,10+ years,MORTGAGE,26002,Not Verified,debt_consolidation,14.98,0,12,0,1843,88.2,22,Charged Off
19200, 36 months,8.92,609.84,B,B4,2 years,MORTGAGE,32373,Verified,credit_card,18.35,0,11,0,33599,52.4,25,Current
4750, 60 months,17.72,119.9,E,E2,10+ years,RENT,61182,Verified,credit_card,23.39,0,13,0,31992,53.1,28,Charged Off
3325, 60 months,6.84,65.59,A,A2,10+ years,OTHER,70550,Not Verified,debt_consolidation,45.25,0,10,1,5215,3.0,21,Fully Paid
11025, 60 months,16.39,270.4,D,D1,10+ years,RENT,279978,Verified,debt_consolidation,14.36,0,10,1,653,46.2,24,Fully Paid
8150, 36 months,16.98,290.49,D,D5,10+ years,MORTGAGE,95649,Verified,other,36.56,0,12,0,13313,53.3,28,Fully Paid
13750, 36 months,12.8,461.97,C,C4,2 years,RENT,48564,Source Verified,major_purchase,11.59,0,12,0,26262,25.2,27,Current
6975, 36 months,9.79,224.38,B,B4,1 year,RENT,81327,Not Verified,credit_card,15.67,3,11,0,2208,43.9,25,Fully Paid
13100, 36 months,20.68,491.39,E,E2,10+ years,MORTGAGE,20778,Verified,debt_consolidation,13.54,0,15,0,3979,38.3,24,Charged Off
20025, 36 months,5.0,600.17,A,A2,10+ years,MORTGAGE,62986,Verified,car,13.82,3,15,0,10058,12.0,38,Fully Paid
6375, 36 months,7.02,196.9,A,A5,3 years,RENT,90293,Source Verified,debt_consolidation,18.08,0,13,0,4755,27.2,23,Current
14150, 36 months,18.67,516.32,D,D2,8 years,RENT,90758,Verified,other,22.37,1,10,0,56595,36.6,25,Fully Paid
34775, 60 months,11.56,765.84,C,C3,10+ years,MORTGAGE,57541,Not Verified,debt_consolidation,18.99,0,9,0,7862,69.5,24,Fully Paid
16975, 60 months,20.46,454.09,E,E3,10+ years,MORTGAGE,84279,Not Verified,debt_consolidation,22.43,0,10,2,12730,85.9,27,Charged Off
5675, 60 months,11.44,124.64,B,B3,10+ years,RENT,50956,Not Verified,credit_card,21.72,0,12,0,20297,27.5,29,Fully Paid
12500, 36 months,5.0,374.64,A,A3,< 1 year,MORTGAGE,75919,Verified,debt_consolidation,18.77,5,7,0,1418,46.3,20,Fully Paid
3975, 36 months,21.2,150.17,E,E5,< 1 year,RENT,34034,Not Verified,debt_consolidation,15.72,0,18,0,10789,10.0,40,Fully Paid
4400, 36 months,12.67,147.55,C,C4,5 years,RENT,30414,Not Verified,debt_consolidation,12.87,0,13,0,4697,49.1,26,Fully Paid
28100, 36 months,11.02,920.22,B,B3,< 1 year,MORTGAGE,127795,Verified,wedding,13.66,0,8,0,4029,22.2,25,Charged Off
13150, 36 months,15.26,457.53,D,D2,10+ years,MORTGAGE,53574,Verified,major_purchase,28.36,1,7,0,5114,16.8,22,Charged Off
29050, 60 months,12.99,660.83,C,C3,< 1 year,RENT,78066,Source Verified,small_business,13.4,0,11,0,7158,16.1,28,Fully Paid
13325, 36 months,10.72,434.48,C,C5,< 1 year,MORTGAGE,37389,Source Verified,home_improvement,20.82,0,9,1,4259,51.2,23,Fully Paid
6750, 36 months,13.66,229.59,C,C2,2 years,MORTGAGE,30460,Source Verified,debt_consolidation,30.28,0,13,0,8080,11.8,20,Fully Paid
10200, 36 months,17.17,364.52,D,D3,10+ years,MORTGAGE,43179,Verified,other,20.33,3,13,0,2740,68.2,30,Fully Paid
11925, 36 months,17.31,427.0,D,D4,8 years,MORTGAGE,77259,Source Verified,home_improvement,18.21,0,17,0,22215,81.1,31,Charged Off
40000, 36 months,17.24,1430.89,D,D2,10+ years,RENT,17366,Not Verified,home_improvement,33.05,0,9,0,6327,16.3,22,Fully Paid
16175, 36 months,6.36,494.72,A,A2,10+ years,MORTGAGE,67803,Not Verified,debt_consolidation,17.59,0,19,0,20110,9.5,31,Fully Paid
5875, 36 months,17.78,211.75,E,E4,6 years,MORTGAGE,90094,Source Verified,debt_consolidation,14.13,0,12,0,30895,45.8,22,Fully Paid
8625, 36 months,14.49,296.84,C,C2,< 1 year,RENT,35267,Source Verified,debt_consolidation,31.95,0,13,0,47266,62.0,30,Fully Paid
13775, 36 months,16.44,487.29,D,D3,10+ years,RENT,69207,Not Verified,debt_consolidation,14.18,0,8,0,7533,16.9,19,Fully Paid
4600, 36 months,10.09,148.62,B,B2,10+ years,MORTGAGE,66052,Source Verified,debt_consolidation,16.98,0,8,0,1129,33.2,22,Current
9750, 36 months,19.72,360.96,E,E3,< 1 year,MORTGAGE,35592,Verified,small_business,13.49,4,10,0,11823,47.5,23,Fully Paid
8575, 36 months,19.44,316.24,D,D4,3 years,MORTGAGE,54809,Verified,debt_consolidation,7.09,1,14,0,8453,35.3,27,Fully Paid
13900, 60 months,5.65,266.47,A,A1,10+ years,MORTGAGE,59369,Not Verified,other,8.71,0,9,0,7102,30.9,23,Fully Paid
9225, 36 months,8.59,291.6,B,B4,5 years,MORTGAGE,35506,Source Verified,debt_consolidation,10.75,0,11,0,12224,21.3,25,Fully Paid
3700, 36 months,17.66,133.13,E,E3,7 years,MORTGAGE,48589,Not Verified,home_improvement,16.77,0,13,0,16128,74.5,24,Charged Off
9575, 60 months,6.67,188.11,A,A5,10+ years,RENT,59038,Source Verified,debt_consolidation,17.58,0,10,0,8997,28.1,21,Fully Paid
16925, 36 months,26.79,689.06,F,F4,1 year,RENT,71124,Not Verified,debt_consolidation,18.95,1,7,2,6413,8.2,21,Charged Off
27200, 60 months,13.19,621.53,C,C5,10+ years,OWN,186049,Source Verified,debt_consolidation,12.58,1,15,0,18788,70.8,31,Charged Off
19400, 60 months,13.34,444.79,C,C5,2 years,OWN,33492,Not Verified,debt_consolidation,12.21,1,13,0,27529,90.3,25,Fully Paid
3225, 36 months,10.96,105.52,B,B3,< 1 year,MORTGAGE,134874,Verified,debt_consolidation,50.0,0,9,0,42475,30.4,23,Fully Paid
3875, 60 months,9.74,81.84,B,B3,10+ years,RENT,34944,Verified,moving,12.54,4,13,0,16844,41.0,27,Fully Paid
4700, 36 months,25.8,188.87,F,F1,1 year,MORTGAGE,59784,Source Verified,debt_consolidation,19.7,0,7,0,3948,68.7,22,Charged Off
28375, 36 months,11.52,935.96,B,B2,10+ years,MORTGAGE,103933,Not Verified,debt_consolidation,25.53,5,9,0,111327,40.0,22,Fully Paid
13975, 60 months,15.61,336.96,D,D4,2 years,MORTGAGE,77982,Not Verified,debt_consolidation,19.79,1,11,0,3725,28.0,25,Fully Paid
40000, 60 months,7.35,798.67,B,B3,< 1 year,MORTGAGE,14577,Verified,debt_consolidation,14.88,0,9,0,8656,63.7,23,Fully Paid
24300, 36 months,7.53,756.22,A,A4,1 year,RENT,114848,Source Verified,home_improvement,10.44,2,8,0,52719,87.2,20,Fully Paid
10575, 36 months,6.98,326.43,A,A5,10+ years,RENT,72692,Source Verified,house,10.33,0,12,0,10249,19.5,21,Fully Paid
7175, 36 months,11.43,236.36,C,C2,5 years,MORTGAGE,42885,Verified,other,13.86,1,14,0,151097,32.9,27,Current
12850, 36 months,22.98,497.29,F,F1,4 years,OWN,55353,Verified,car,15.56,0,12,0,5868,88.3,24,Charged Off
17825, 36 months,8.48,562.53,B,B4,7 years,OWN,77371,Source Verified,debt_consolidation,16.18,0,12,0,4684,3.1,30,Fully Paid
23100, 60 months,9.72,487.63,B,B2,10+ years,MORTGAGE,85105,Not Verified,debt_consolidation,12.32,1,10,1,12129,52.9,24,Fully Paid
8075, 36 months,11.0,264.37,B,B1,< 1 year,RENT,83261,Verified,car,13.57,4,8,0,4074,68.4,22,Fully Paid
40000, 36 months,14.58,1378.4,C,C4,10+ years,RENT,38985,Source Verified,home_improvement,28.64,0,11,0,31531,32.3,23,Charged Off
9575, 36 months,10.69,312.07,B,B2,10+ years,RENT,59435,Source Verified,major_purchase,10.91,0,8,0,4182,45.1,22,Fully Paid
22650, 36 months,19.56,836.69,E,E3,5 years,MORTGAGE,36101,Not Verified,debt_consolidation,12.51,0,15,0,15892,42.7,30,Charged Off
12525, 36 months,16.33,442.39,C,C4,5 years,MORTGAGE,94823,Verified,debt_consolidation,9.76,3,15,0,14932,64.9,31,Fully Paid
7700, 36 months,13.05,259.63,C,C2,10+ years,MORTGAGE,51717,Verified,debt_consolidation,50.0,0,11,1,15014,29.2,30,Current
2500, 60 months,5.92,48.24,A,A1,6 years,OWN,77798,Not Verified,medical,7.53,2,11,0,22918,35.8,26,Fully Paid
4150, 36 months,24.95,164.89,G,G2,10+ years,MORTGAGE,43986,Not Verified,vacation,14.29,4,8,0,4325,26.4,21,Charged Off
22550, 36 months,8.98,716.87,B,B3,< 1 year,RENT,63032,Not Verified,car,34.06,3,9,0,9955,76.4,21,Fully Paid
16750, 36 months,7.16,518.42,A,A4,7 years,RENT,53367,Not Verified,debt_consolidation,28.58,0,10,0,6309,57.9,26,Fully Paid
14975, 36 months,10.62,487.57,C,C4,10+ years,RENT,28904,Source Verified,debt_consolidation,18.85,0,11,0,32465,44.9,32,Fully Paid
29375, 36 months,11.57,969.65,C,C4,3 years,MORTGAGE,115210,Verified,debt_consolidation,20.01,0,13,0,12461,27.8,27,Charged Off
4975, 60 months,8.8,102.79,B,B3,3 years,MORTGAGE,89420,Not Verified,home_improvement,10.67,1,17,0,58083,25.4,32,Fully Paid
7100, 36 months,8.34,223.6,B,B1,10+ years,MORTGAGE,27959,Not Verified,debt_consolidation,8.93,3,11,0,39539,31.0,24,Fully Paid
7450, 36 months,15.21,259.02,D,D4,10+ years,OWN,36619,Verified,debt_consolidation,12.65,1,16,0,2605,53.4,30,Current
3875, 60 months,11.19,84.62,B,B1,2 years,RENT,41907,Verified,debt_consolidation,13.36,0,14,0,7678,23.4,30,Fully Paid
5650, 60 months,14.02,131.52,D,D2,10+ years,MORTGAGE,131955,Verified,other,20.24,0,10,0,10161,61.6,25,Fully Paid
4650, 36 months,13.26,157.26,C,C1,10+ years,MORTGAGE,100738,Not Verified,major_purchase,15.84,0,9,0,7197,9.9,19,Current
3275, 36 months,10.28,106.11,B,B1,10+ years,RENT,68182,Verified,car,32.05,0,13,0,4708,39.1,25,Charged Off
5275, 36 months,8.77,167.18,B,B4,10+ years,RENT,23180,Not Verified,debt_consolidation,18.26,0,10,1,6934,23.2,23,Fully Paid
9450, 36 months,9.16,301.21,B,B5,10+ years,MORTGAGE,78740,Verified,debt_consolidation,8.59,0,18,0,15540,11.5,39,Fully Paid
34575, 36 months,16.44,1223.08,D,D5,10+ years,RENT,66265,Verified,debt_consolidation,9.26,0,15,0,20088,15.9,31,Fully Paid
4825, 60 months,13.95,112.14,C,C3,2 years,OWN,48680,Not Verified,debt_consolidation,14.13,1,12,0,3053,30.6,31,Fully Paid
20975, 36 months,11.8,694.67,B,B3,10+ years,RENT,132330,Not Verified,other,12.37,0,10,0,1885,25.2,23,Fully Paid
11550, 36 months,11.07,378.52,C,C5,2 years,RENT,53105,Source Verified,major_purchase,16.33,0,5,0,2544,41.0,16,Charged Off
13425, 36 months,25.63,538.26,G,G2,< 1 year,RENT,121609,Verified,wedding,22.5,0,8,0,7876,37.9,26,Fully Paid
10950, 60 months,8.2,223.08,B,B4,10+ years,MORTGAGE,48024,Verified,debt_consolidation,20.96,4,13,0,10207,56.2,21,Fully Paid
2700, 36 months,19.98,100.31,E,E4,2 years,RENT,35834,Verified,debt_consolidation,10.61,2,11,0,10420,42.2,25,Fully Paid
4725, 36 months,8.9,150.03,B,B2,10+ years,MORTGAGE,28351,Not Verified,credit_card,26.47,0,11,0,5793,61.8,24,Fully Paid
14775, 60 months,7.5,296.06,A,A2,10+ years,RENT,57073,Not Verified,small_business,14.33,0,14,0,6719,44.6,27,Fully Paid
10200, 36 months,8.52,322.08,B,B5,3 years,RENT,61492,Source Verified,home_improvement,16.77,0,14,0,1863,84.0,26,Fully Paid
3125, 36 months,8.17,98.17,B,B3,1 year,RENT,33763,Source Verified,credit_card,11.46,0,13,0,6166,20.1,26,Fully Paid
8475, 36 months,8.36,266.99,B,B2,7 years,RENT,34708,Not Verified,home_improvement,19.39,0,8,0,16517,37.9,24,Fully Paid
14975, 60 months,6.67,294.2,A,A3,10+ years,MORTGAGE,121221,Not Verified,debt_consolidation,18.92,1,9,0,6598,41.3,20,Fully Paid
4100, 60 months,21.45,111.96,E,E1,10+ years,MORTGAGE,93459,Source Verified,major_purchase,29.67,0,7,1,1580,54.2,22,Charged Off
7475, 36 months,19.93,277.53,E,E4,1 year,RENT,179592,Source Verified,debt_consolidation,12.76,1,11,1,48518,21.5,31,Charged Off
28625, 36 months,15.66,1001.57,D,D5,10+ years,RENT,22691,Not Verified,credit_card,17.11,1,8,1,3341,12.6,25,Fully Paid
14950, 36 months,5.0,448.06,A,A4,3 years,OTHER,166857,Source Verified,small_business,19.12,0,9,0,9992,31.6,20,Fully Paid
30050, 36 months,8.69,951.25,A,A5,4 years,MORTGAGE,37333,Not Verified,debt_consolidation,18.6,0,11,1,11953,21.7,26,Fully Paid
7600, 60 months,5.0,143.42,A,A1,1 year,MORTGAGE,27195,Not Verified,small_business,27.65,0,11,0,37326,11.0,25,Fully Paid
21100, 36 months,16.22,744.11,D,D4,5 years,RENT,69574,Not Verified,major_purchase,12.03,1,13,0,7445,62.9,28,Fully Paid
4800, 60 months,21.11,130.15,E,E1,10+ years,RENT,19616,Source Verified,credit_card,19.92,1,7,0,11807,16.2,31,Fully Paid
17675, 36 months,9.2,563.71,B,B5,7 years,MORTGAGE,114688,Not Verified,debt_consolidation,20.63,0,11,2,5044,69.0,24,Current
6000, 60 months,5.65,115.02,A,A2,10+ years,RENT,66385,Not Verified,car,14.21,2,14,0,5100,37.9,29,Fully Paid
13625, 60 months,13.8,315.62,C,C4,10+ years,MORTGAGE,39256,Not Verified,debt_consolidation,18.1,0,8,0,7149,34.5,24,Charged Off
14100, 36 months,7.86,440.93,B,B1,3 years,RENT,109239,Not Verified,credit_card,17.75,0,15,0,25382,25.2,29,Fully Paid
16000, 36 months,6.89,493.23,B,B4,8 years,RENT,55198,Source Verified,major_purchase,19.69,0,7,0,20867,56.7,20,Fully Paid
4875, 36 months,13.53,165.51,C,C4,< 1 year,RENT,61160,Verified,credit_card,14.48,0,6,0,4094,39.9,17,Charged Off
12350, 60 months,15.01,293.87,D,D4,9 years,MORTGAGE,87239,Verified,debt_consolidation,12.0,0,6,1,12098,9.6,25,Fully Paid
10050, 36 months,6.7,308.94,A,A3,5 years,MORTGAGE,41010,Source Verified,small_business,17.57,0,12,1,10215,51.6,30,Fully Paid
23800, 60 months,6.32,463.67,A,A1,1 year,RENT,31788,Source Verified,medical,21.65,0,6,0,6953,42.3,19,Fully Paid
6300, 36 months,27.39,258.52,G,G1,4 years,RENT,55366,Not Verified,credit_card,11.17,0,9,0,2259,25.0,24,Current
3950, 36 months,9.16,125.9,B,B4,10+ years,MORTGAGE,26609,Verified,major_purchase,23.24,0,16,1,10765,33.1,29,Fully Paid
3125, 36 months,7.33,96.96,A,A2,9 years,RENT,46247,Not Verified,home_improvement,17.66,0,10,2,12777,28.3,24,Fully Paid
8100, 60 months,8.44,165.95,B,B4,10+ years,MORTGAGE,32832,Verified,credit_card,15.57,1,10,0,6367,19.9,31,Fully Paid
7325, 36 months,7.67,228.43,A,A3,5 years,MORTGAGE,49655,Not Verified,debt_consolidation,16.07,0,10,0,6079,29.2,19,Current
8000, 36 months,7.67,249.47,B,B5,10+ years,RENT,34956,Source Verified,debt_consolidation,10.41,0,15,0,55451,19.1,23,Current
8025, 60 months,18.26,204.92,D,D3,5 years,RENT,48794,Not Verified,home_improvement,17.85,0,9,3,5618,53.3,25,Fully Paid
26250, 60 months,12.58,591.64,B,B2,10+ years,MORTGAGE,110913,Not Verified,debt_consolidation,15.13,0,17,0,22899,34.2,30,Fully Paid
8925, 60 months,9.66,188.14,B,B4,4 years,RENT,38350,Verified,home_improvement,18.28,0,11,0,6268,73.6,27,Fully Paid
21825, 36 months,15.35,760.32,C,C1,1 year,RENT,75399,Not Verified,medical,15.5,0,6,1,8821,54.9,19,Fully Paid
12950, 36 months,15.74,453.62,C,C4,10+ years,RENT,20227,Verified,debt_consolidation,13.39,0,7,0,6522,56.1,21,Fully Paid
5200, 36 months,19.52,191.98,E,E2,10+ years,OWN,49124,Source Verified,small_business,10.5,0,10,1,7898,48.6,22,Current
9950, 60 months,20.07,264.0,E,E1,10+ years,OWN,36498,Not Verified,debt_consolidation,8.23,1,14,0,2653,39.5,28,Fully Paid
29175, 36 months,5.28,878.07,A,A3,3 years,MORTGAGE,61987,Verified,car,14.18,3,12,0,18058,16.1,27,Fully Paid
20125, 36 months,15.38,701.39,D,D5,10+ years,RENT,42980,Source Verified,debt_consolidation,6.06,0,8,2,4898,9.6,21,Fully Paid
22950, 60 months,13.35,526.3,C,C5,2 years,MORTGAGE,100574,Source Verified,debt_consolidation,9.28,1,10,0,2314,40.8,20,Fully Paid
14075, 36 months,24.55,556.28,G,G4,< 1 year,RENT,48414,Verified,credit_card,23.14,0,11,0,22316,33.8,23,Charged Off
7075, 36 months,14.25,242.67,C,C3,10+ years,RENT,117591,Not Verified,home_improvement,11.52,0,10,0,41477,46.8,24,Fully Paid
31175, 36 months,27.25,1276.91,G,G2,8 years,MORTGAGE,17063,Source Verified,vacation,21.36,0,12,0,8271,54.1,23,Charged Off
14625, 36 months,17.52,525.21,D,D5,10+ years,MORTGAGE,61336,Verified,debt_consolidation,20.55,1,12,0,11107,30.0,33,Fully Paid
18975, 36 months,9.23,605.43,B,B3,5 years,RENT,64899,Verified,debt_consolidation,12.05,0,17,3,21323,26.4,33,Fully Paid
10675, 60 months,14.01,248.44,C,C4,10+ years,OWN,34170,Source Verified,debt_consolidation,24.07,0,17,1,3502,9.2,27,Fully Paid
4800, 60 months,27.37,147.63,G,G1,10+ years,RENT,59913,Verified,debt_consolidation,28.18,0,19,0,10322,11.0,36,Fully Paid
13025, 36 months,20.76,489.11,E,E4,7 years,MORTGAGE,79961,Not Verified,home_improvement,9.14,3,12,0,31313,39.0,25,Charged Off
32375, 36 months,7.85,1012.28,A,A4,4 years,MORTGAGE,114936,Source Verified,moving,23.47,0,9,0,8877,73.3,22,Current
17425, 36 months,14.6,600.64,D,D3,10+ years,RENT,50450,Verified,home_improvement,12.71,0,8,1,6056,12.5,19,Fully Paid
14575, 60 months,8.45,298.68,B,B5,10+ years,RENT,45999,Source Verified,credit_card,8.82,0,9,0,9112,45.5,28,Fully Paid
5400, 36 months,9.97,174.17,A,A3,5 years,RENT,41738,Source Verified,debt_consolidation,18.12,0,13,4,3677,15.2,30,Fully Paid
28725, 60 months,9.81,607.64,B,B1,10+ years,OWN,61688,Not Verified,debt_consolidation,20.49,0,10,0,40921,22.2,27,Fully Paid
25400, 60 months,6.92,501.99,B,B3,6 years,MORTGAGE,34150,Not Verified,debt_consolidation,16.05,0,14,0,21598,80.5,30,Fully Paid
2825, 36 months,13.93,96.46,D,D2,10+ years,RENT,93928,Not Verified,medical,33.9,0,13,0,14465,56.2,28,Fully Paid
18950, 36 months,9.39,606.05,B,B4,10+ years,MORTGAGE,22612,Not Verified,credit_card,22.15,0,13,2,9647,47.1,28,Fully Paid
8300, 36 months,15.72,290.66,D,D5,3 years,MORTGAGE,57596,Source Verified,credit_card,16.03,0,16,0,6951,35.1,33,Fully Paid
12125, 36 months,5.29,364.98,A,A1,10+ years,RENT,26166,Verified,credit_card,17.59,0,10,0,4354,64.1,22,Fully Paid
5575, 36 months,12.19,185.68,B,B4,5 years,MORTGAGE,58171,Source Verified,small_business,50.0,0,8,2,3322,48.8,21,Fully Paid
10750, 36 months,8.95,341.6,B,B3,8 years,MORTGAGE,97250,Source Verified,home_improvement,19.88,0,14,0,25718,46.1,27,Fully Paid
4575, 36 months,10.73,149.2,B,B2,10+ years,RENT,66903,Verified,moving,28.77,0,7,0,20275,32.9,18,Fully Paid
5625, 36 months,6.88,173.38,A,A3,4 years,MORTGAGE,41705,Verified,credit_card,24.14,0,5,0,3112,38.3,26,Fully Paid
14200, 36 months,9.06,451.95,B,B4,< 1 year,RENT,92039,Not Verified,debt_consolidation,10.39,0,15,0,6745,50.2,25,Fully Paid
5825, 36 months,11.29,191.5,C,C1,10+ years,MORTGAGE,12000,Not Verified,debt_consolidation,10.78,0,17,4,6399,61.4,27,Fully Paid
13350, 36 months,10.65,434.85,B,B5,8 years,RENT,57506,Source Verified,debt_consolidation,16.26,1,7,0,15406,52.1,20,Current
10675, 60 months,5.98,206.28,B,B4,6 years,RENT,36342,Verified,debt_consolidation,15.75,0,14,0,22590,25.3,30,Fully Paid
40000, 36 months,10.81,1305.95,B,B1,2 years,OWN,80542,Source Verified,debt_consolidation,18.54,0,11,0,3477,21.8,25,Fully Paid
6275, 36 months,20.23,233.94,E,E4,1 year,MORTGAGE,13114,Verified,debt_consolidation,27.13,0,7,0,3980,23.2,22,Fully Paid
7800, 36 months,20.93,293.59,E,E2,3 years,RENT,45284,Verified,debt_consolidation,22.89,0,12,0,4935,57.8,28,Fully Paid
5975, 36 months,13.01,201.35,C,C3,10+ years,MORTGAGE,40709,Verified,debt_consolidation,9.12,3,12,0,6481,15.2,23,Current
26900, 36 months,7.65,838.61,B,B5,5 years,OWN,103006,Source Verified,debt_consolidation,12.69,2,12,0,1168,18.2,27,Fully Paid
10650, 36 months,7.1,329.33,A,A1,9 years,RENT,37220,Source Verified,home_improvement,31.7,0,16,0,920,79.6,32,Fully Paid
8825, 60 months,25.27,260.42,F,F5,1 year,MORTGAGE,52408,Verified,debt_consolidation,21.09,0,12,0,9165,42.0,21,Fully Paid
16950, 36 months,5.78,513.96,A,A5,1 year,MORTGAGE,62480,Verified,medical,8.79,0,13,0,10228,69.9,26,Charged Off
5375, 36 months,10.49,174.68,B,B5,< 1 year,MORTGAGE,59032,Source Verified,debt_consolidation,15.29,0,9,0,7900,48.7,27,Fully Paid
