id_solicitud,fecha_solicitud,edad,ingresos_anuales,situacion_laboral,antiguedad_empleo,estado_civil,num_dependientes,importe_solicitado,plazo_meses,tipo_credito,num_creditos_activos,ratio_endeudamiento,historial_pagos,tiene_aval,provincia,scoring_externo,color_favorito,signo_zodiaco,impago,col_ruido_1,col_ruido_2,col_ruido_3,col_ruido_4,col_ruido_5,col_ruido_6,col_ruido_7,col_ruido_8,col_ruido_9,col_ruido_10,col_ruido_11,col_ruido_12,col_ruido_13,col_ruido_14,col_ruido_15,col_ruido_16,col_ruido_17,col_ruido_18,col_ruido_19,col_ruido_20,col_ruido_21,col_ruido_22,col_ruido_23,col_ruido_24,col_ruido_25,col_ruido_26,col_ruido_27,col_ruido_28,col_ruido_29,col_ruido_30
2977,2022-12-27,39,,autonomo,12.1,casado,0,9222.8,36,tarjeta,1,0.136,bueno,1, Malaga ,641.0,verde,sagitario,0,1.0,-1.5066,5.0,-2.04,-7.2573,1.6701,5.0,-7.9615,1.0,-0.7718,-6.3134,0.7229,1.6292,3.0,-1.8854,0.0893,1.0,4.0,7.5265,-6.8178,1.0575,-1.8041,0.2978,1.0,1.0,8.0126,-1.1697,-8.997,-2.7414,3.0
489,2023-07-13,32,29884.54,empleado,11.0,viudo,1,10891.53,60,personal,0,0.548,bueno,0,Zaragoza,596.0,azul,sagitario,0,4.0,-0.7589,3.0,1.1929,-3.9493,-0.8677,2.0,1.3056,2.0,-0.0282,3.9743,-1.3385,-1.5698,5.0,-0.3158,0.7368,1.0,4.0,-4.3178,4.0113,-0.1626,-0.4505,9.2038,3.0,3.0,3.2798,-0.8087,-3.7449,3.8996,1.0
1844,2023-09-10,46,22654.35,empleado,8.4,soltero,2,24146.78,24,auto,1,0.131,bueno,0,Las Palmas,693.0,azul,libra,0,2.0,0.152,4.0,-1.8782,-9.8926,0.6957,3.0,9.8209,2.0,-0.271,-7.2058,-0.7616,0.28,6.0,0.03,-0.5229,6.0,3.0,0.767,-1.9603,-1.8708,-0.7495,-6.3885,2.0,1.0,-7.2363,-2.0327,-5.942,3.6831,2.0
1735,2023-09-21,56,6181.24,empleado,22.0,casado,2,223710.44,360,hipoteca,3,0.26,regular,0,Bilbao,552.0,negro,geminis,0,4.0,-1.1781,2.0,-0.1587,0.8974,0.7447,4.0,-0.7641,2.0,0.1864,2.7843,-0.7969,1.5628,2.0,-0.2821,-0.3598,2.0,3.0,-3.13,-5.8737,0.172,0.1132,-0.6297,4.0,4.0,-8.7706,2.7734,2.0176,-3.6836,5.0
2912,2022-03-08,41,13644.48,desempleado,0.0,soltero,0,13241.83,48,personal,1,0.43,bueno,0,Sevilla,772.0,rojo,leo,0,4.0,-2.4015,2.0,0.2582,0.6428,-0.3107,4.0,3.1743,1.0,-0.5563,2.5271,0.8424,0.8308,2.0,0.3631,0.2926,0.0,4.0,1.5531,-2.1844,-1.8268,0.1663,-3.4572,3.0,3.0,9.3148,0.4998,-0.8775,-8.2688,2.0
3220,2022-11-12,40,12523.27,empleado,14.8,casado,1,265815.23,240,hipoteca,3,0.097,regular,1,Valencia,522.0,amarillo,tauro,0,2.0,-1.0371,6.0,-0.7302,-0.0403,0.8082,2.0,8.8581,2.0,0.7948,2.0911,-0.3055,-0.9562,1.0,2.5304,0.1357,1.0,3.0,2.439,-2.7137,-1.2711,-0.2998,6.4298,3.0,1.0,8.0008,1.4605,6.0048,9.5578,3.0
147,2022-01-26,47,38963.93,empleado,2.4,divorciado,1,36169.42,24,auto,0,0.322,bueno,0,Malaga,697.0,blanco,leo,0,1.0,-0.7165,3.0,-1.3725,5.3283,-0.1855,1.0,-7.1357,2.0,0.1418,1.6726,2.2076,1.741,6.0,0.3232,-0.3736,2.0,3.0,-6.1617,-0.7446,1.1973,-0.9309,-0.4355,3.0,3.0,2.454,0.5947,2.4886,-4.5077,1.0
1987,2023-08-27,48,36901.06,empleado,2.0,viudo,1,23711.58,48,auto,0,0.057,bueno,1,Cordoba,662.0,morado,sagitario,0,3.0,-1.9454,2.0,0.7317,3.695,1.2883,3.0,-5.9673,3.0,-1.044,-7.7636,-0.2075,-1.2952,4.0,0.8027,-0.958,4.0,7.0,-6.6079,6.0679,-0.4173,0.4212,5.6474,4.0,2.0,9.7209,-0.7786,-0.4542,-5.4595,4.0
1370,2023-04-09,33,61538.08,autonomo,8.4,soltero,1,2971.92,36,tarjeta,3,0.451,malo,1,Bilbao,433.0,negro,virgo,0,2.0,1.6218,6.0,-0.3599,-8.4887,0.3862,5.0,-2.545,5.0,-1.9108,8.6921,-0.5737,-0.0544,1.0,0.3173,-2.1062,0.0,4.0,-5.0662,-1.0828,-0.4374,-1.2051,-8.1444,1.0,3.0,-5.0467,1.0464,-6.0092,5.1337,1.0
2812,2022-07-28,27,40128.8,empleado,0.6,soltero,0,248769.92,120,hipoteca,0,0.154,bueno,0,Cordoba,629.0,blanco,piscis,0,2.0,-0.8113,2.0,-0.4661,-6.6104,0.9867,1.0,-8.8426,2.0,-2.6818,-8.9522,2.3719,-0.1764,1.0,-0.1403,-0.0952,2.0,3.0,-8.1318,9.6185,0.2426,-0.8147,8.7462,3.0,4.0,7.6159,-1.7318,-1.2978,-3.5459,2.0
660,2022-07-30,42,28715.7,autonomo,17.3,viudo,3,161859.51,180,hipoteca,2,0.293,regular,0,Madrid,,blanco,libra,0,4.0,-0.5483,3.0,-0.3872,-8.8578,1.303,2.0,1.6268,1.0,0.6929,-6.9016,1.1597,-2.34,2.0,-1.126,-1.5815,3.0,3.0,-3.7304,-9.8381,-0.761,0.6807,-4.9455,4.0,2.0,8.3534,0.1162,-2.7053,-5.5603,0.0
1795,2022-12-15,42,-1349.74,jubilado,21.9,divorciado,5,203316.55,300,hipoteca,2,0.038,bueno,0,zaragoza,664.0,morado,geminis,0,4.0,-1.1027,5.0,0.8204,-9.9332,-1.4073,0.0,-4.2973,4.0,-0.669,4.3478,0.1205,-2.2277,3.0,-0.3826,0.5399,3.0,3.0,7.6431,-8.4045,0.0546,1.904,5.9033,3.0,2.0,-6.9584,1.444,3.4917,3.9549,2.0
2512,2023-09-15,18,24756.44,empleado,0.0,casado,1,205068.59,240,hipoteca,1,0.538,regular,1,Zaragoza,659.0,naranja,virgo,0,3.0,-0.6051,1.0,0.0609,6.4776,-0.3389,2.0,-6.4027,6.0,-1.3271,3.6803,1.7719,-2.0947,3.0,-1.2861,-1.3104,3.0,2.0,-8.2256,-2.2593,1.8422,0.0975,-8.8705,3.0,7.0,-5.025,-0.1699,-4.9611,-3.5426,2.0
3398,2023-12-03,47,5514.73,autonomo,4.1,casado,0,23803.82,48,auto,0,0.478,bueno,0,palma,850.0,naranja,capricornio,0,4.0,-0.4192,1.0,1.4202,-4.5082,-0.1787,4.0,6.4152,2.0,-0.3788,5.4365,-0.8356,0.4758,2.0,1.3408,1.4447,3.0,4.0,-2.4434,6.6619,0.9746,1.221,2.3139,4.0,2.0,-9.3316,0.8114,-0.054,-4.529,3.0
4283,2022-05-04,63,5861.0,desempleado,0.0,soltero,0,44583.05,72,auto,1,0.167,malo,0,Valencia,671.0,negro,cancer,0,1.0,-1.1789,5.0,-1.8596,-6.3455,0.1263,5.0,7.0184,3.0,-0.9473,-4.2543,0.3689,-0.9389,2.0,1.185,-0.3578,6.0,1.0,-3.2595,8.4943,1.5628,-0.2388,6.4742,2.0,2.0,-7.7084,-1.4942,0.7686,-1.5076,2.0
1148,2023-07-16,47,25514.01,autonomo,15.3,viudo,3,16052.87,24,auto,1,0.607,bueno,1,Cordoba,575.0,verde,acuario,0,4.0,-0.4164,2.0,-0.0451,-1.1935,-1.6305,1.0,8.9067,1.0,-0.4459,8.0721,-0.136,-0.7768,1.0,2.1653,-1.2784,1.0,2.0,-2.2143,-9.1651,-0.0734,-0.4504,-9.3601,1.0,1.0,-7.2834,-0.0831,-7.7951,-3.0042,5.0
3273,2023-04-22,54,42482.8,empleado,34.9,casado,4,249519.57,300,hipoteca,3,0.349,bueno,0,Zaragoza,633.0,amarillo,acuario,0,3.0,1.7864,4.0,-1.2456,-4.2869,-0.5265,2.0,-1.625,5.0,0.8765,-5.5194,0.2015,2.2659,2.0,1.6437,1.6045,1.0,4.0,1.1501,0.6003,0.2449,1.8017,-6.229,3.0,0.0,2.5906,-1.4475,-3.253,0.7429,5.0
609,2023-12-07,36,22931.46,empleado,2.1,casado,1,24748.34,72,auto,1,0.231,bueno,0,Murcia,740.0,blanco,piscis,0,2.0,2.1458,3.0,-0.9055,-6.9845,0.2783,1.0,2.6393,3.0,0.9813,7.2918,-0.0562,1.5021,2.0,-0.2248,0.3207,0.0,3.0,4.5183,7.1237,-0.8384,-0.0775,-4.2025,4.0,1.0,9.8497,0.0699,6.902,4.7876,2.0
3583,2022-05-31,52,,autonomo,33.5,soltero,1,15344.95,36,personal,4,0.033,regular,0,valencia,579.0,amarillo,capricornio,0,2.0,0.0061,3.0,-0.687,0.3404,-0.2848,3.0,-3.8885,2.0,1.373,-4.1846,1.742,-0.3423,5.0,-0.4541,-0.1476,2.0,1.0,0.7567,8.4408,0.0312,-0.1878,7.0665,4.0,2.0,7.9568,0.737,1.7096,-4.8078,2.0
1931,2022-03-07,23,24611.19,autonomo,0.8,viudo,1,25081.32,24,auto,0,0.249,regular,0,Vigo,465.0,naranja,piscis,0,6.0,-0.1668,3.0,0.3806,6.0685,1.3197,1.0,8.4837,4.0,-0.4936,-4.5321,-0.4344,-1.7249,5.0,-1.0683,-0.995,0.0,5.0,-8.5019,-1.6524,-0.6837,-0.2293,0.1906,0.0,2.0,1.8773,0.7734,-3.1958,-1.518,3.0
198,2022-03-28,30,41846.86,empleado,1.3,soltero,2,14184.39,60,auto,2,0.185,malo,0,Vigo,653.0,verde,geminis,0,3.0,-0.3668,3.0,0.2984,-3.9786,-0.0933,2.0,-1.1063,1.0,-1.8756,-2.0716,-1.1462,1.4912,4.0,-0.1391,-0.4175,2.0,4.0,8.2714,5.7809,0.6226,-0.0134,8.0967,3.0,3.0,-2.8764,-0.5321,-6.4176,3.7364,3.0
2932,2023-05-07,38,11011.3,empleado,9.5,divorciado,1,18166.17,60,personal,1,0.283,bueno,0,Valladolid,581.0,azul,sagitario,0,4.0,-0.9364,3.0,1.5615,-8.4274,1.9137,4.0,-2.485,1.0,0.8732,-5.9236,-2.1261,-1.4437,2.0,-0.831,1.3206,3.0,6.0,5.2356,1.3033,0.0573,-0.2071,-7.8048,3.0,2.0,-1.0428,0.4071,-2.1848,8.1775,2.0
2328,2022-05-03,49,32405.66,autonomo,13.4,viudo,3,404.23,72,auto,0,0.366,bueno,0,Barcelona,680.0,verde,escorpio,0,3.0,-0.5034,5.0,-0.3138,3.1445,0.1493,2.0,-2.5458,1.0,1.2108,-4.312,0.3374,1.2712,4.0,-0.4796,-0.0934,2.0,6.0,-6.5952,-3.6542,-0.4398,0.385,8.6397,4.0,2.0,6.4054,-0.2704,-8.8255,-2.364,2.0
4390,2023-03-13,42,32755.44,empleado,11.9,casado,2,18086.28,60,personal,1,0.328,bueno,0,Valladolid,594.0,morado,geminis,0,3.0,0.6578,6.0,-0.4829,1.1433,0.9646,2.0,-8.3969,4.0,-1.4569,4.7107,-0.7144,-3.0536,1.0,1.0449,1.2011,5.0,0.0,3.0646,-7.0109,-0.2282,-0.9664,-0.3054,1.0,0.0,-6.9068,0.2055,0.9999,-0.4434,1.0
767,2023-03-24,50,28390.02,empleado,25.4,casado,0,39566.1,60,auto,1,0.43,bueno,0,Cordoba,530.0,negro,sagitario,0,1.0,-0.035,5.0,1.031,-8.5766,2.9011,3.0,6.0336,1.0,-0.1438,9.3233,0.2263,0.0472,1.0,-0.2646,0.1302,4.0,3.0,-8.6225,2.0352,0.2495,-0.7259,-1.1172,3.0,1.0,3.6253,0.2774,-5.1085,5.2816,4.0
4497,2022-08-29,35,31084.97,empleado,15.4,divorciado,2,191479.53,300,hipoteca,0,0.259,bueno,0,Valladolid,609.0,azul,escorpio,0,1.0,-0.696,2.0,-0.0408,-4.2798,-0.5638,2.0,8.2265,3.0,0.7232,-9.0831,-0.5023,0.9674,3.0,0.9328,-0.2134,5.0,5.0,6.3801,-5.2388,1.0932,-0.9756,-9.487,4.0,2.0,-9.6646,-0.4964,8.6258,-9.9474,3.0
4219,2023-01-20,33,41202.42,autonomo,5.5,casado,2,134203.92,360,hipoteca,3,0.494,bueno,1,Palma,850.0,naranja,cancer,0,3.0,0.2072,5.0,1.6027,4.0332,-1.6037,5.0,-2.9083,7.0,0.5559,-3.1976,-0.0945,-0.2039,2.0,-0.6567,-1.6344,3.0,0.0,1.4892,4.2426,-1.9262,0.2792,-0.216,4.0,3.0,-0.4431,-0.3556,6.4969,-5.1876,3.0
3256,2022-05-18,55,26798.67,empleado,27.9,soltero,3,93740.75,300,hipoteca,1,0.099,bueno,0,Las Palmas,544.0,verde,piscis,0,3.0,-0.4941,5.0,0.6572,9.8459,1.634,4.0,-8.2833,1.0,0.739,-3.2272,-1.2069,0.3161,3.0,0.0101,-1.8696,3.0,2.0,-7.9463,-1.8257,1.0311,-1.0668,1.3924,2.0,5.0,-5.8532,0.911,-4.1247,-0.7266,3.0
203,2022-12-28,45,16127.96,autonomo,17.5,divorciado,1,19635.99,24,personal,3,0.387,bueno,0,Las Palmas,727.0,amarillo,leo,0,1.0,0.5688,1.0,-0.3114,6.2191,1.2985,0.0,-1.934,1.0,-0.5358,6.3527,0.4611,1.0696,5.0,0.6075,-0.8597,5.0,2.0,-1.884,1.6184,0.6364,0.3803,5.084,3.0,1.0,-1.5794,-0.0481,-2.0219,7.4212,6.0
3511,2023-12-11,31,25447.35,jubilado,9.5,casado,2,33381.13,72,auto,1,0.407,bueno,1,Valladolid,510.0,amarillo,virgo,0,5.0,-0.4757,5.0,-1.5425,9.875,0.7294,6.0,-3.1296,3.0,0.7319,5.3906,-0.7477,-0.9729,3.0,-2.6235,-0.1308,2.0,1.0,4.3359,-8.8061,0.1278,-0.3447,-4.6038,2.0,2.0,-2.544,-1.268,-1.4303,9.1686,2.0
1734,2023-09-24,32,49397.74,empleado,12.3,casado,3,26492.7,48,personal,0,0.451,malo,1,Murcia,676.0,morado,libra,0,4.0,-0.3984,3.0,0.9692,-6.5316,0.2417,1.0,5.219,2.0,0.3507,9.6612,-0.5077,2.2148,4.0,-1.196,0.5064,2.0,5.0,1.7033,-3.6523,1.7251,-0.3029,-5.6657,1.0,3.0,-1.8718,0.2968,-2.2584,6.4984,1.0
2778,2023-10-22,46,52946.72,autonomo,4.5,viudo,3,169417.1,300,hipoteca,0,0.213,bueno,0,Palma,724.0,morado,virgo,0,3.0,-0.2125,4.0,-1.6877,-7.7052,1.0756,2.0,-9.3484,1.0,0.6296,9.5417,0.8866,0.6371,1.0,0.4848,0.6972,3.0,4.0,3.2441,-7.3662,0.923,1.403,5.6478,9.0,2.0,-1.7075,0.5279,1.6194,-5.286,3.0
1708,2023-10-29,31,28419.57,autonomo,10.2,soltero,4,3059.67,24,tarjeta,4,0.382,bueno,0,Las Palmas,563.0,amarillo,capricornio,0,4.0,0.4593,4.0,-0.2329,1.7488,-0.1174,2.0,-5.429,4.0,0.4988,-4.3517,1.9807,-0.5402,2.0,-0.8017,1.5504,0.0,6.0,-4.2566,9.7433,0.1862,-0.0689,-0.2318,4.0,2.0,-2.2941,1.1574,-4.4616,-4.8941,6.0
3475,2022-08-06,39,31912.77,autonomo,18.6,casado,4,3455.74,36,personal,3,0.531,bueno,1,Sevilla,476.0,verde,aries,0,3.0,0.6809,2.0,0.5647,-9.1892,-0.0153,2.0,7.9189,3.0,-1.6857,4.0429,0.3582,0.62,3.0,-0.451,2.5063,3.0,1.0,-7.1233,-9.0976,0.3073,0.3953,-3.1334,4.0,5.0,-9.1877,-1.5028,5.9747,3.2869,2.0
855,2022-07-30,48,6183.88,desempleado,0.0,casado,1,22937.64,24,personal,0,0.454,bueno,1,Gijon,738.0,rojo,geminis,1,3.0,0.4016,5.0,0.5372,8.5593,0.3591,2.0,-9.3908,4.0,-0.0405,-1.7923,-0.9481,0.3017,4.0,1.4231,0.698,6.0,4.0,-9.8369,-9.8725,1.8591,-1.0472,-7.416,4.0,5.0,6.3511,-0.3334,-7.0464,5.9777,2.0
4738,2022-09-25,45,21041.89,autonomo,3.2,soltero,4,31706.3,48,auto,0,0.083,bueno,0,Vigo,459.0,morado,piscis,0,2.0,0.2165,3.0,0.3657,4.84,0.6627,2.0,4.0077,3.0,-0.3703,9.7526,-0.2116,0.6287,1.0,0.4662,0.7926,5.0,6.0,2.0187,-5.1907,1.3473,1.3684,-4.8191,1.0,2.0,-4.0339,0.0251,-9.4679,-5.0175,2.0
4098,2022-04-18,54,27496.08,empleado,32.3,soltero,0,19533.86,48,auto,4,0.15,bueno,0,Madrid,540.0,amarillo,libra,0,1.0,1.2958,4.0,-0.1955,9.5035,0.9273,2.0,-4.0008,2.0,1.0375,6.0665,-0.8953,-1.5091,1.0,-0.0523,0.9819,0.0,3.0,6.7848,-3.8314,-0.2239,0.7722,0.8168,2.0,2.0,-4.7359,0.0786,5.8326,-3.6038,1.0
2161,2023-08-14,29,20811.64,empleado,6.2,divorciado,1,6537.18,48,personal,1,0.134,bueno,1,Madrid,680.0,amarillo,libra,1,5.0,-0.1872,6.0,0.5056,9.5911,-0.4124,5.0,-2.6323,0.0,-0.7097,6.7835,0.7757,1.1323,7.0,1.204,1.0521,3.0,2.0,6.9276,-6.7573,-0.7775,-0.7443,3.6091,2.0,1.0,-8.117,2.2257,-0.5577,3.4225,3.0
699,2022-02-06,37,24344.23,empleado,4.1,casado,1,129979.08,360,hipoteca,0,0.181,bueno,1,Las Palmas,609.0,negro,piscis,0,3.0,-1.1291,2.0,1.9706,8.9677,0.5585,1.0,-9.0674,3.0,0.4867,1.7034,-1.7916,0.5634,1.0,-1.3598,1.5828,2.0,3.0,-1.5023,1.0827,1.7905,-1.3459,-6.541,2.0,3.0,7.0899,-1.1582,1.2242,-2.3219,4.0
4998,2023-08-22,28,20393.13,empleado,0.7,viudo,4,9341.87,60,personal,2,0.076,malo,1,Malaga,,amarillo,piscis,0,4.0,-2.065,6.0,0.6196,-6.2018,0.7445,2.0,-3.4058,3.0,-0.6388,-8.7961,1.3221,0.083,4.0,1.5046,-0.6397,1.0,4.0,0.5301,-2.1639,0.5222,-0.8949,3.8659,3.0,6.0,5.5007,-2.0567,-4.7549,3.6634,1.0
3000,2023-04-29,33,52139.95,empleado,2.9,soltero,1,7258.06,24,auto,0,0.219,bueno,0,Murcia,835.0,negro,geminis,0,2.0,-0.1974,3.0,1.1772,-4.2622,-0.0634,4.0,-7.4871,3.0,-0.8392,5.6982,0.5603,1.2109,1.0,-1.7817,-0.3015,3.0,4.0,-8.56,5.6965,-1.3789,2.0771,8.8675,5.0,2.0,9.824,-0.1986,-7.5023,2.2633,1.0
3697,2022-08-13,65,31888.42,empleado,18.3,divorciado,0,3119.15,12,tarjeta,1,0.125,bueno,0,malaga,527.0,negro,geminis,0,3.0,0.8609,2.0,-0.5624,-3.4285,-1.3017,3.0,-5.5648,4.0,0.5346,-8.9351,0.0498,-0.8213,1.0,1.2118,0.3192,4.0,6.0,3.8744,9.8426,1.2734,-1.6011,-6.798,6.0,4.0,9.0183,1.1065,-0.7192,1.2578,4.0
1637,2022-05-01,42,19878.28,empleado,18.1,casado,2,3382.66,24,tarjeta,1,0.135,bueno,0,Vigo,612.0,negro,cancer,0,5.0,0.7413,3.0,-1.73,4.7312,-0.6253,3.0,-3.0288,4.0,0.376,-5.4528,-0.0208,-0.7233,0.0,0.2681,-1.6157,3.0,3.0,2.28,0.1597,-0.9684,-0.2779,-0.8059,3.0,2.0,4.99,-2.3321,-9.7657,-4.8607,8.0
3458,2022-01-23,43,15091.34,jubilado,8.8,divorciado,1,235941.03,180,hipoteca,3,0.297,bueno,0,Valencia,588.0,amarillo,aries,0,4.0,0.0756,2.0,-1.1298,6.2169,0.1566,2.0,-8.6169,2.0,-0.3441,-6.3938,0.7867,0.9367,1.0,0.4754,-0.3792,5.0,2.0,6.0827,8.6738,0.4768,0.5194,-2.1404,2.0,4.0,4.1348,-0.7961,7.1992,7.9448,3.0
3582,2023-07-13,34,61393.75,autonomo,11.9,soltero,2,33316.41,24,auto,0,0.115,bueno,0,Malaga,624.0,rojo,capricornio,0,3.0,0.4064,4.0,-1.2067,-8.6241,1.5641,3.0,6.9196,3.0,0.9895,-2.9561,-0.4366,0.7724,2.0,0.9076,-0.1878,1.0,4.0,6.0224,9.4687,0.2381,0.5775,-6.8884,3.0,3.0,-7.6731,-1.4821,7.5567,7.3985,2.0
1292,2023-09-19,60,13842.33,empleado,18.5,casado,0,17024.15,36,personal,1,0.094,bueno,0,Madrid,578.0,amarillo,geminis,0,3.0,-0.0157,5.0,1.1424,0.7149,0.0259,2.0,9.7003,1.0,-0.6649,-6.9405,-1.0557,0.669,3.0,0.0633,-0.0749,3.0,1.0,-5.1828,7.8875,0.3859,2.2102,4.8647,4.0,4.0,6.667,-0.0282,-7.0027,7.9365,2.0
4660,2022-12-30,40,2089.85,empleado,9.2,soltero,0,134020.79,240,hipoteca,1,0.161,malo,0,Cordoba,539.0,amarillo,leo,0,3.0,-1.9961,8.0,0.1587,-4.1665,-0.7088,5.0,9.2948,1.0,1.5211,-6.4087,-2.0769,-0.0942,1.0,0.2204,-0.5703,2.0,4.0,-7.1764,-2.7573,-0.397,0.2989,-7.7642,2.0,3.0,-0.3793,0.8779,1.2284,4.1771,3.0
1854,2022-04-28,39,31275.0,autonomo,10.0,soltero,3,180618.44,300,hipoteca,3,0.144,bueno,0,Las Palmas,700.0,rojo,libra,0,3.0,-1.8803,2.0,0.5666,-0.0954,1.6684,6.0,9.7886,4.0,-0.5554,-1.3936,-1.0631,-2.2395,1.0,-0.4531,-0.9239,4.0,2.0,3.9977,9.244,0.1053,-0.9597,2.7947,4.0,3.0,-5.6479,-0.3562,0.426,-1.6274,4.0
3764,2023-04-10,34,10344.68,empleado,12.9,soltero,0,26206.12,72,auto,2,0.439,regular,0,Barcelona,756.0,negro,capricornio,0,1.0,-0.1428,3.0,-0.5801,-4.0135,-0.2461,8.0,-1.6503,4.0,0.928,-2.7759,0.2208,0.0651,6.0,-1.0526,0.3201,3.0,1.0,-3.0097,-9.2903,-0.0394,0.1847,-8.5724,2.0,0.0,0.6958,-1.0505,9.2211,-7.6732,3.0
3305,2022-03-28,46,13707.54,jubilado,21.5,divorciado,2,22589.4,24,auto,2,0.048,regular,0,Malaga,634.0,blanco,sagitario,0,4.0,0.345,4.0,1.4844,6.5596,0.5424,2.0,8.4283,4.0,-0.483,7.4014,0.3577,0.6083,2.0,0.8407,1.1084,1.0,1.0,-7.4762,7.1468,0.0906,-0.2354,7.523,2.0,4.0,9.033,1.9187,0.3936,7.6966,2.0
4963,2023-12-21,18,13150.97,desempleado,0.0,soltero,3,45031.38,36,auto,2,0.089,bueno,0,Sevilla,703.0,negro,aries,0,0.0,0.5682,5.0,0.6566,0.2665,-0.0398,3.0,9.0845,3.0,-2.3607,6.2709,-0.9628,0.4229,4.0,0.4224,0.6021,2.0,4.0,-0.5997,-0.7551,0.5934,1.1129,-6.3454,1.0,0.0,-8.6162,0.5805,2.2171,6.5901,0.0
3744,2022-11-18,39,32414.66,empleado,17.1,casado,1,14686.12,12,personal,2,0.281,regular,1,Sevilla,667.0,azul,piscis,1,2.0,-0.7306,6.0,0.266,6.4997,-0.0284,3.0,-4.1056,3.0,-0.6375,7.3112,-0.1376,0.4908,2.0,0.6864,-0.2387,5.0,3.0,-6.9091,-3.339,0.6119,0.7479,1.2931,3.0,4.0,-1.5091,-1.1687,-6.75,8.3907,3.0
3446,2023-06-04,62,33235.23,autonomo,8.3,divorciado,1,21505.54,36,auto,1,0.26,bueno,0,Madrid,637.0,naranja,libra,0,4.0,0.7756,2.0,-0.7522,-1.3726,2.4014,2.0,-7.9466,1.0,2.3895,4.328,-0.1883,0.6332,4.0,0.0375,-0.205,2.0,4.0,0.9854,6.2852,0.7643,0.0704,6.0966,3.0,2.0,2.4899,1.7308,-0.2747,-0.7551,3.0
1999,2022-07-24,43,45807.02,empleado,6.9,soltero,2,164620.03,180,hipoteca,1,0.65,malo,0,Sevilla,394.0,amarillo,aries,1,2.0,0.7313,3.0,0.9892,6.5003,0.6483,1.0,-2.087,3.0,-0.7303,-1.27,0.6628,-0.6373,4.0,0.5501,-1.9704,3.0,3.0,-0.45,5.1964,-0.9595,1.1837,-2.7497,3.0,8.0,9.7924,-0.2714,-6.1164,-7.5931,5.0
664,2022-05-28,32,13078.91,jubilado,8.7,viudo,1,9877.17,60,personal,2,0.656,bueno,1,Las Palmas,336.0,amarillo,capricornio,0,4.0,0.088,4.0,0.6657,9.2202,1.6255,4.0,-0.2457,1.0,-0.5275,1.0239,1.7308,0.2594,0.0,-1.3993,0.5094,1.0,1.0,5.52,7.571,-1.9689,-0.3132,-0.7115,3.0,5.0,-1.8022,-0.7789,3.3515,4.8264,3.0
4780,2022-02-22,43,-7494.27,autonomo,20.0,casado,4,4291.64,24,tarjeta,1,0.1,bueno,1,Murcia,621.0,azul,virgo,0,1.0,-2.6639,1.0,-1.6737,-3.0636,0.7178,3.0,-9.437,3.0,-0.1197,-1.3041,1.2921,0.2233,1.0,0.0635,0.9282,6.0,2.0,-2.9307,-7.6062,-1.5329,0.0138,0.8808,5.0,0.0,-3.5986,-1.3721,3.3538,6.4062,1.0
3749,2023-11-03,36,56821.9,autonomo,9.7,divorciado,3,20953.98,12,personal,0,0.032,bueno,0,Murcia,585.0,rojo,tauro,0,1.0,-0.3177,1.0,-2.8262,0.0915,1.6652,3.0,-3.5802,4.0,1.9426,-2.155,-0.228,-1.6426,2.0,0.8539,0.2753,2.0,2.0,-1.641,-3.9412,-0.1924,-0.8411,-3.2142,1.0,4.0,6.8135,0.7772,-1.0176,6.3237,6.0
4414,2023-06-09,47,39591.35,empleado,12.5,soltero,3,5995.61,24,personal,1,0.274,malo,1,Gijon,655.0,rojo,geminis,0,3.0,0.97,2.0,0.6615,-3.7734,0.489,2.0,3.2376,4.0,-1.161,3.2869,-0.8051,0.658,2.0,-1.4588,-0.1604,2.0,4.0,-8.7348,-2.0703,0.0109,-0.1021,0.5863,4.0,4.0,-3.8389,-1.9008,-9.4576,1.3618,3.0
4745,2023-05-24,35,26523.75,empleado,14.3,casado,4,95520.69,300,hipoteca,2,0.334,regular,0,barcelona,779.0,blanco,escorpio,0,4.0,-1.0919,2.0,0.9509,8.1862,-0.0699,1.0,-7.2858,4.0,0.8521,-2.7279,0.0028,1.0372,1.0,-0.7497,-0.8871,1.0,5.0,-1.7444,-4.1975,1.4343,1.6682,-8.406,2.0,4.0,9.5021,0.1668,-2.2243,-7.7097,6.0
710,2022-12-07,32,,autonomo,1.9,casado,0,165865.9,300,hipoteca,0,0.054,bueno,1,Madrid,717.0,naranja,capricornio,0,3.0,0.9584,3.0,-0.6453,4.8899,0.1173,2.0,-3.3926,2.0,-0.4561,-1.3241,0.9013,1.8003,1.0,-0.5203,0.4658,3.0,3.0,-4.3201,-2.8209,0.5616,-0.0005,-5.2796,2.0,6.0,-6.5024,-0.3991,-1.306,1.2694,3.0
1283,2022-10-15,45,23734.04,empleado,4.1,casado,1,8371.17,12,personal,2,0.312,malo,1,Valencia,704.0,blanco,escorpio,0,2.0,-0.6642,1.0,0.0074,0.6296,1.1779,1.0,6.1087,5.0,1.5317,9.7469,0.1334,0.8124,1.0,0.6693,0.4157,4.0,2.0,-8.9909,8.1933,-1.6207,-0.4279,2.8699,2.0,4.0,7.2822,0.1176,-0.5682,-1.1393,5.0
